rides_in_thousands,start_station_name,member_casual
1.187,Morgan Ave & 14th Pl,casual
1.932,Morgan St & 18th St,casual
3.701,Morgan St & 18th St,member
0.919,Morgan St & 31st St,casual
2.969,Morgan St & 31st St,member
3.483,Morgan St & Lake St*,casual
8.566,Morgan St & Lake St*,member
0.095,Morgan St & Pershing Rd,member
0.048,Morgan St & Pershing Rd,casual
16.142,Morgan St & Polk St,member
2.941,Morgan St & Polk St,casual
0.037,Mozart St & 55th St,member
0.023,Mozart St & 55th St,casual
0.005,Mozart St & 79th St,casual
0.003,Mozart St & 79th St,member
0.054,Mozart St & Jackson Blvd,member
0.057,Mozart St & Jackson Blvd,casual
0.04,Mulligan Ave & Archer Ave,member
0.013,Mulligan Ave & Archer Ave,casual
0.012,Mulligan Ave & Wellington Ave,casual
0.009,Mulligan Ave & Wellington Ave,member
0.736,Museum of Science and Industry,casual
0.492,Museum of Science and Industry,member
1.876,N Carpenter St & W Lake St,member
0.74,N Carpenter St & W Lake St,casual
0.422,N Clark St & W Elm St,member
0.216,N Clark St & W Elm St,casual
0.351,N Damen Ave & W Chicago Ave,casual
0.971,N Damen Ave & W Chicago Ave,member
2.085,N Green St & W Lake St,casual
4.078,N Green St & W Lake St,member
0.498,N Paulina St & Lincoln Ave,casual
1.299,N Paulina St & Lincoln Ave,member
0.191,N Sheffield Ave & W Wellington Ave,casual
0.448,N Sheffield Ave & W Wellington Ave,member
0.633,N Shore Channel Trail & Argyle St,member
0.336,N Shore Channel Trail & Argyle St,casual
1.024,N Southport Ave & W Newport Ave,member
0.659,N Southport Ave & W Newport Ave,casual
0.001,NEW HASTINGS ,member
0.03,Nagle Ave & Belmont Ave,member
0.035,Nagle Ave & Belmont Ave,casual
0.052,Narragansett & Irving Park,casual
0.088,Narragansett & Irving Park,member
0.014,Narragansett & McLean,casual
0.012,Narragansett & McLean,member
0.039,Narragansett & Wrightwood,member
0.062,Narragansett & Wrightwood,casual
0.088,Narragansett Ave & McLean Ave,casual
0.053,Narragansett Ave & McLean Ave,member
0.068,Narragansett Ave & Montrose Ave,member
0.113,Narragansett Ave & Montrose Ave,casual
0.001,Narragansett Ave & North Ave,member
0.001,Narragansett Ave & North Ave,casual
0.068,Narragansett Ave & School St,casual
0.12,Narragansett Ave & School St,member
0.222,Narragansett Ave & Wrightwood Ave,casual
0.155,Narragansett Ave & Wrightwood Ave,member
10.508,New St & Illinois St,casual
12.06,New St & Illinois St,member
0.002,Newcastle Ave & Irving Park Rd,casual
0.008,Newcastle Ave & Irving Park Rd,member
2.322,Noble St & Milwaukee Ave,casual
5.383,Noble St & Milwaukee Ave,member
0.007,Nordica & Medill,member
0.013,Nordica & Medill,casual
0.062,Nordica Ave & Medill Ave,casual
0.12,Nordica Ave & Medill Ave,member
0.354,Normal Ave & Archer Ave,casual
1.043,Normal Ave & Archer Ave,member
0.038,North Ave & New England Ave,casual
0.034,North Ave & New England Ave,member
0.151,North Boundary Park,casual
0.238,North Boundary Park,member
0.058,Oak Park & Wellington,casual
0.118,Oak Park & Wellington,member
1.777,Oakley Ave & Irving Park Rd,member
0.714,Oakley Ave & Irving Park Rd,casual
0.323,Oakley Ave & Touhy Ave,casual
0.413,Oakley Ave & Touhy Ave,member
0.026,Oconto Ave & Belmont Ave,casual
0.01,Oconto Ave & Belmont Ave,member
8.574,Ogden Ave & Chicago Ave,member
4.323,Ogden Ave & Chicago Ave,casual
2.889,Ogden Ave & Congress Pkwy,member
0.907,Ogden Ave & Congress Pkwy,casual
6.711,Ogden Ave & Race Ave,member
2.749,Ogden Ave & Race Ave,casual
0.367,Ogden Ave & Roosevelt Rd,casual
1.564,Ogden Ave & Roosevelt Rd,member
0.079,Oglesby Ave & 100th St,member
0.034,Oglesby Ave & 100th St,casual
0.001,Oketo Ave & Addison,casual
0.046,Oketo Ave & Addison St,casual
0.017,Oketo Ave & Addison St,member
0.021,Olive Harvey College,casual
0.005,Olive Harvey College,member
0.007,Orange & Addison,member
0.034,Orange & Addison,casual
0.03,Orange Ave & Addison St,member
0.053,Orange Ave & Addison St,casual
0.006,Oriole Ave & Irving Park Rd,member
0.004,Oriole Ave & Irving Park Rd,casual
5.848,Orleans St & Chestnut St (NEXT Apts),member
2.482,Orleans St & Chestnut St (NEXT Apts),casual
1.725,Orleans St & Elm St,casual
4.466,Orleans St & Elm St,member
6.399,Orleans St & Hubbard St,member
2.519,Orleans St & Hubbard St,casual
6.808,Orleans St & Merchandise Mart Plaza,casual
13.561,Orleans St & Merchandise Mart Plaza,member
0.01,Overhill Ave & Belmont Ave,casual
0.017,Overhill Ave & Belmont Ave,member
0.018,Panama Ave & Grace St,casual
0.006,Panama Ave & Grace St,member
0.019,Parkside Ave & Armitage Ave,member
0.021,Parkside Ave & Armitage Ave,casual
0.001,Parnell Ave & 127th St,member
0.021,Paulina Ave & 87th St,casual
0.021,Paulina Ave & 87th St,member
4.964,Paulina Ave & North Ave,member
2.356,Paulina Ave & North Ave,casual
2.807,Paulina St & 18th St,member
1.602,Paulina St & 18th St,casual
1.443,Paulina St & Flournoy St,casual
7.348,Paulina St & Flournoy St,member
1.079,Paulina St & Howard St,member
1.032,Paulina St & Howard St,casual
1.358,Paulina St & Montrose Ave,casual
4.142,Paulina St & Montrose Ave,member
4.296,Peoria St & Jackson Blvd,casual
12.901,Peoria St & Jackson Blvd,member
0.183,Perry Ave & 69th St,casual
0.105,Perry Ave & 69th St,member
0.013,Pershing Rd & Sacramento Ave,member
0.097,Pershing Rd & Sacramento Ave,casual
0.011,Peterson/Ridge Metra,casual
0.076,Peterson/Ridge Metra,member
0.046,Phillips Ave & 79th St,member
0.081,Phillips Ave & 79th St,casual
0.02,Phillips Ave & 83rd St,member
0.017,Phillips Ave & 83rd St,casual
0.028,Pine Ave & Division St,casual
0.009,Pine Ave & Division St,member
10.63,Pine Grove Ave & Irving Park Rd,member
4.087,Pine Grove Ave & Irving Park Rd,casual
5.615,Pine Grove Ave & Waveland Ave,casual
12.271,Pine Grove Ave & Waveland Ave,member
0.665,Ping Tom Park (East),member
0.464,Ping Tom Park (East),casual
0.024,Pittsburgh Ave & Irving Park Rd,member
0.049,Pittsburgh Ave & Irving Park Rd,casual
0.015,Plainfield & Irving Park,casual
0.001,Plainfield & Irving Park,member
0.006,Portage Park,casual
0.017,Portage Park,member
0.403,Prairie Ave & 43rd St,casual
0.281,Prairie Ave & 43rd St,member
0.503,Prairie Ave & Garfield Blvd,casual
0.729,Prairie Ave & Garfield Blvd,member
0.202,Princeton Ave & 47th St,casual
0.2,Princeton Ave & 47th St,member
0.021,Princeton Ave & 95th St,casual
0.007,Princeton Ave & 95th St,member
0.102,Princeton Ave & Garfield Blvd,casual
0.157,Princeton Ave & Garfield Blvd,member
0.092,Prospect Sq & 91st St,member
0.099,Prospect Sq & 91st St,casual
0.004,Public Rack - 10101 S Stony Island Ave,casual
0.002,Public Rack - 10101 S Stony Island Ave,member
0.003,Public Rack - 10557 S Western Ave,member
0.003,Public Rack - 10557 S Western Ave,casual
0.009,Public Rack - 111th St - Morgan Park Metra,casual
0.033,Public Rack - 111th St - Morgan Park Metra,member
0.002,Public Rack - 2302 S Pulaski Rd,member
0.001,Public Rack - 2302 S Pulaski Rd,casual
0.011,Public Rack - 4810 Keeler Ave,member
0.003,Public Rack - 4810 Keeler Ave,casual
0.01,Public Rack - 532 E 43rd St,member
0.01,Public Rack - 532 E 43rd St,casual
0.001,Public Rack - 53rd St & Indiana Ave,casual
0.024,Public Rack - 56th St & Mulligan Ave,casual
0.005,Public Rack - 56th St & Mulligan Ave,member
0.006,Public Rack - 61st St & Melvina Ave,casual
0.002,Public Rack - 63rd & Western Ave N,member
0.001,Public Rack - 63rd & Western Ave S,casual
0.001,Public Rack - 63rd & Western Ave S,member
0.002,Public Rack - 63rd Pl & Narraganssett Ave,member
0.044,Public Rack - 63rd Pl & Narraganssett Ave,casual
0.005,Public Rack - 63rd St and Nagle Ave,casual
0.001,Public Rack - 83rd Pl & Kedzie Ave S,member
0.001,Public Rack - 85th Pl & Pulaski Rd,member
0.004,Public Rack - 85th Pl & Pulaski Rd,casual
0.006,Public Rack - Abbott Park,casual
0.001,Public Rack - Ada St & 117th St,casual
0.001,Public Rack - Ada St & 117th St,member
0.001,Public Rack - Ada St & 119th St,member
0.001,Public Rack - Ada St & 79th St,casual
0.01,Public Rack - Ada St & 79th St,member
0.003,Public Rack - Ada St & 95th St,casual
0.001,Public Rack - Ada St & 95th St,member
0.001,Public Rack - Aida Food Market,member
0.001,Public Rack - Al Raby School,member
0.001,Public Rack - Albany Ave & 103rd St,casual
0.001,Public Rack - Albany Ave & 103rd St,member
0.001,Public Rack - Albany Ave & 111th St - NW,member
0.001,Public Rack - Albany Ave & 63rd St,casual
0.001,Public Rack - Archer Park,casual
0.002,Public Rack - Archer Park,member
0.001,Public Rack - Artesian & 71st,member
0.002,Public Rack - Ashland Ave & 45th St,member
0.002,Public Rack - Ashland Ave & 45th St  S,member
0.003,Public Rack - Ashland Ave & 46th St,member
0.007,Public Rack - Ashland Ave & 63rd St,casual
0.001,Public Rack - Ashland Ave & 63rd St,member
0.003,Public Rack - Ashland Ave & 71st St,member
0.008,Public Rack - Ashland Ave & 71st St,casual
0.001,Public Rack - Ashland Ave & 73rd St,member
0.003,Public Rack - Ashland Ave & 74th St,member
0.008,Public Rack - Ashland Ave & 76th St,member
0.002,Public Rack - Ashland Ave & 83rd St,member
0.001,Public Rack - Ashland Ave & 83rd St,casual
0.004,Public Rack - Ashland Ave & 91st St,casual
0.026,Public Rack - Ashland Ave & 91st St,member
0.002,Public Rack - Austin & 62nd,casual
0.006,Public Rack - Austin & Higgins,casual
0.007,Public Rack - Austin & Higgins,member
0.004,Public Rack - Austin Ave & Archer Ave,casual
0.001,Public Rack - Austin Ave & Archer Ave,member
0.003,Public Rack - Austin Ave & Roscoe St,casual
0.003,Public Rack - Austin Ave & Roscoe St,member
0.007,Public Rack - Austin Ave & Wellington Ave,member
0.005,Public Rack - Austin Ave & Wellington Ave,casual
0.017,Public Rack - Austin Ave & Wrightwood Ave,casual
0.011,Public Rack - Austin Ave & Wrightwood Ave,member
0.026,Public Rack - Austin Blvd & North Ave,member
0.046,Public Rack - Austin Blvd & North Ave,casual
0.001,Public Rack - Austin Branch Chicago Public Library,member
0.001,Public Rack - Austin Branch Chicago Public Library,casual
0.001,Public Rack - Ave N & 106th St,member
0.004,Public Rack - Ave N & 106th St,casual
0.002,Public Rack - Avenue J & 102nd St,casual
0.001,Public Rack - Avenue J & 102nd St,member
0.003,Public Rack - Avenue J & 106th St,member
0.005,Public Rack - Avenue J & 106th St,casual
0.001,Public Rack - Avenue J & 112th St,member
0.007,Public Rack - Avenue J & 112th St,casual
0.002,Public Rack - Avenue M & 132nd St,member
0.015,Public Rack - Avenue M & 132nd St,casual
0.001,Public Rack - Avenue O & 118th St,member
0.003,Public Rack - Avers & Granville,member
0.003,Public Rack - Avers & Granville,casual
0.026,Public Rack - Avers & Lawrence,casual
0.066,Public Rack - Avers & Lawrence,member
0.002,Public Rack - Avers Ave & Archer Ave,member
0.001,Public Rack - Avers Ave & Archer Ave,casual
0.03,Public Rack - Avers Ave & Irving Park Rd,member
0.026,Public Rack - Avers Ave & Irving Park Rd,casual
0.003,Public Rack - Avers Ave & Ogden Ave,casual
0.006,Public Rack - Avers Ave & Ogden Ave,member
0.018,Public Rack - Avondale Ave & Addison St,casual
0.008,Public Rack - Avondale Ave & Addison St,member
0.004,Public Rack - Back of the Yards Park,member
0.001,Public Rack - Baker Ave & 863rd Pl,member
0.004,Public Rack - Baltimore Ave & 132nd St,casual
0.007,Public Rack - Baltimore Ave & 133rd St,casual
0.001,Public Rack - Baltimore Ave & 133rd St,member
0.001,Public Rack - Bell Ave & 95th St,casual
0.003,Public Rack - Bell Ave & 95th St,member
0.002,Public Rack - Bensley Ave & 103rd St,member
0.009,Public Rack - Bernard St & Foster Ave,member
0.005,Public Rack - Bernard St & Foster Ave,casual
0.006,Public Rack - Bishop St & 46th St,casual
0.011,Public Rack - Bishop St & 46th St,member
0.001,Public Rack - Bishop St & 81st St,member
0.001,Public Rack - Brainerd Park,member
0.001,Public Rack - Brainerd Park,casual
0.001,Public Rack - Brandon Ave & 91st St,casual
0.006,Public Rack - Brandon Ave & 91st St,member
0.002,Public Rack - Brighton Park Branch Chicago Library,casual
0.002,Public Rack - Brighton Park Branch Chicago Library,member
0.002,Public Rack - Brooks Park,member
0.001,Public Rack - Brooks Park,casual
0.003,Public Rack - Bryn Mawr Ave & Milwaukee Ave,member
0.01,Public Rack - Bryn Mawr Ave & Milwaukee Ave,casual
0.006,Public Rack - Bryn Mawr Ave & Spaulding Ave,member
0.019,Public Rack - Bryn Mawr Ave & Spaulding Ave,casual
0.009,Public Rack - Buffalo Ave & 133rd St,casual
0.001,Public Rack - Buffalo Ave & 89th St,casual
0.001,Public Rack - Buffalo Ave & 89th St,member
0.001,Public Rack - Burnside Academy,casual
0.105,Public Rack - California Ave & Cortez St,casual
0.17,Public Rack - California Ave & Cortez St,member
0.029,Public Rack - California Ave & Devon Ave - NE,member
0.037,Public Rack - California Ave & Devon Ave - NE,casual
0.022,Public Rack - California Ave & Devon Ave - NW,member
0.015,Public Rack - California Ave & Devon Ave - NW,casual
0.009,Public Rack - California Ave & Ogden Ave,member
0.031,Public Rack - California Ave & Ogden Ave,casual
0.001,Public Rack - California Ave & Pershing Rd,member
0.009,Public Rack - California Ave & Touhy Ave - NW,casual
0.018,Public Rack - California Ave & Touhy Ave - NW,member
0.003,Public Rack - California Ave & Touhy Ave - SW,casual
0.003,Public Rack - California Ave & Touhy Ave - SW,member
0.001,Public Rack - California Ave & Touhy Ave - midblock,member
0.001,Public Rack - Calumet Ave & 103rd St,member
0.001,Public Rack - Calumet Ave & 103rd St,casual
0.001,Public Rack - Calumet Ave & 133rd St,member
0.046,Public Rack - Calumet Ave & 51st St,member
0.04,Public Rack - Calumet Ave & 51st St,casual
0.003,Public Rack - Calumet Ave & 71st St,member
0.001,Public Rack - Calumet Ave & Garfield Blvd,member
0.001,Public Rack - Calumet Ave & Garfield Blvd,casual
0.036,Public Rack - Campbell Ave & Pratt Blvd,casual
0.09,Public Rack - Campbell Ave & Pratt Blvd,member
0.008,Public Rack - Canfield & Victoria,casual
0.007,Public Rack - Canfield & Victoria,member
0.006,Public Rack - Canty Elementary School,casual
0.003,Public Rack - Central & Berteau,casual
0.004,Public Rack - Central & Berteau,member
0.023,Public Rack - Central & Leland,casual
0.023,Public Rack - Central & Leland,member
0.013,Public Rack - Central & Prescott,casual
0.011,Public Rack - Central & Prescott,member
0.006,Public Rack - Central Ave & Adams St,casual
0.002,Public Rack - Central Ave & Adams St,member
0.002,Public Rack - Central Ave & Congress Pkwy,member
0.004,Public Rack - Central Ave & Corcoran Pl,member
0.01,Public Rack - Central Ave & Corcoran Pl,casual
0.011,Public Rack - Central Ave & George St,member
0.002,Public Rack - Central Ave & George St,casual
0.039,Public Rack - Central Ave & Lawrence Ave,member
0.028,Public Rack - Central Ave & Lawrence Ave,casual
0.005,Public Rack - Central Ave & North Ave,casual
0.003,Public Rack - Central Ave & North Ave,member
0.014,Public Rack - Central Ave & Pensacola Ave,casual
0.028,Public Rack - Central Ave & Pensacola Ave,member
0.005,Public Rack - Central Park & Bryn Mawr,casual
0.009,Public Rack - Central Park & Bryn Mawr,member
0.004,Public Rack - Central Park & Peterson,casual
0.009,Public Rack - Central Park & Peterson,member
0.001,Public Rack - Central Park Ave & 16th St,member
0.017,Public Rack - Central Park Ave & Fillmore St,member
0.002,Public Rack - Central Park Ave & Fillmore St,casual
0.007,Public Rack - Central Park Ave & Fulton Blvd,casual
0.002,Public Rack - Central Park Ave & Fulton Blvd,member
0.002,Public Rack - Central Park Ave & Ogden Ave,casual
0.002,Public Rack - Central Park Ave & Ogden Ave,member
0.013,Public Rack - Champlain Ave & 65th St,casual
0.005,Public Rack - Champlain Ave & 65th St,member
0.004,Public Rack - Chappel Ave & 71st St,casual
0.001,Public Rack - Chappel Ave & 71st St,member
0.01,Public Rack - Chase Ave & Touhy Ave - NE,casual
0.009,Public Rack - Chase Ave & Touhy Ave - NE,member
0.007,Public Rack - Chase Ave & Touhy Ave - NW,casual
0.002,Public Rack - Chase Ave & Touhy Ave - NW,member
0.003,Public Rack - Chopin Park,member
0.01,Public Rack - Chopin Park,casual
0.011,Public Rack - Christiana & Lincoln,member
0.007,Public Rack - Christiana & Lincoln,casual
0.003,Public Rack - Christiana Ave & 55th St,casual
0.001,Public Rack - Christiana Ave & 55th St,member
0.008,Public Rack - Christiana Ave & Archer Ave,casual
0.004,Public Rack - Christiana Ave & Archer Ave,member
0.258,Public Rack - Christiana Ave & Belmont Ave,casual
0.306,Public Rack - Christiana Ave & Belmont Ave,member
0.006,Public Rack - Christiana Ave & Bryn Mawr Ave,casual
0.011,Public Rack - Christiana Ave & Bryn Mawr Ave,member
0.012,Public Rack - Christiana Ave & Lawrence Ave,member
0.01,Public Rack - Christiana Ave & Lawrence Ave,casual
0.001,Public Rack - Cicero & 64th,member
0.02,Public Rack - Cicero & 64th,casual
0.009,Public Rack - Cicero & Rosemont,member
0.005,Public Rack - Cicero Ave & Altgeld St,member
0.007,Public Rack - Cicero Ave & Altgeld St,casual
0.036,Public Rack - Cicero Ave & Belle Plaine Ave,member
0.021,Public Rack - Cicero Ave & Belle Plaine Ave,casual
0.008,Public Rack - Cicero Ave & Cortland St - midblock,member
0.012,Public Rack - Cicero Ave & Cortland St - midblock,casual
0.001,Public Rack - Cicero Ave & Le Moyne St - midblock,casual
0.001,Public Rack - Cicero Ave & Le Moyne St - midblock,member
0.006,Public Rack - Cicero Ave & North Ave,member
0.007,Public Rack - Cicero Ave & North Ave,casual
0.009,Public Rack - Cicero Ave & Roscoe St,member
0.004,Public Rack - Cicero Ave & Roscoe St,casual
0.001,Public Rack - Cicero Ave & Wellington Ave,member
0.004,Public Rack - Cicero Ave & Wellington Ave,casual
0.006,Public Rack - Cicero Ave & Wrightwood Ave,casual
0.021,Public Rack - Cicero Ave & Wrightwood Ave,member
0.001,Public Rack - Clyde Ave & 87th St,member
0.009,Public Rack - Clyde Ave & 87th St,casual
0.004,Public Rack - Colfax Ave & 83rd St,member
0.004,Public Rack - Colfax Ave & 83rd St,casual
0.004,Public Rack - Commercial Ave & 89th St,member
0.001,Public Rack - Corliss Ave & 103rd St,member
0.001,Public Rack - Cornell Ave & 87th Pl,casual
0.001,Public Rack - Cottage Grove & 84th St,member
0.001,Public Rack - Cottage Grove & 84th St,casual
0.001,Public Rack - Cottage Grove & 85th St,member
0.023,Public Rack - Cottage Grove & 86th St,member
0.005,Public Rack - Cottage Grove & 86th St,casual
0.002,Public Rack - Cottage Grove Ave & 111th St,member
0.001,Public Rack - Cottage Grove Ave & 75th St,member
0.001,Public Rack - Cottage Grove Ave & 75th St,casual
0.002,Public Rack - Cottage Grove Ave & 87th St,member
0.001,Public Rack - Cottage Grove Ave & 87th St,casual
0.002,Public Rack - Cottage Grove Ave & 89th Pl,casual
0.001,Public Rack - Cottage Grove Ave & 92nd St,casual
0.004,Public Rack - Cottage Grove Ave & 92nd St,member
0.003,Public Rack - Cottage Grove Ave & 98th St,member
0.001,Public Rack - Cottage Grove Ave & 98th St,casual
0.002,Public Rack - Crandon Ave & 80th St,member
0.001,Public Rack - Crandon Ave & 80th St,casual
0.069,Public Rack - Cumberland & Catherine,casual
0.102,Public Rack - Cumberland & Catherine,member
0.001,Public Rack - Damen & 81st,member
0.002,Public Rack - Damen & 87th,casual
0.008,Public Rack - Damen Ave & 47th St,member
0.017,Public Rack - Damen Ave & 47th St,casual
0.001,Public Rack - Damen Ave & 80th St,member
0.001,Public Rack - Damen Ave & 84th St,member
0.023,Public Rack - Delphina & Foster,member
0.027,Public Rack - Delphina & Foster,casual
0.004,Public Rack - Devon Ave & Central Ave,member
0.003,Public Rack - Devon Ave & Kinzua Ave,member
0.001,Public Rack - Devon Ave & Minnehaha Ave (east),casual
0.001,Public Rack - Devon Ave & Minnehaha Ave (east),member
0.001,Public Rack - Devon Ave & Minnehaha Ave (west),member
0.001,Public Rack - Devon Ave & Minnehaha Ave (west),casual
0.01,Public Rack - Division St & Christiana Ave,member
0.001,Public Rack - Division St & Christiana Ave,casual
0.105,Public Rack - Drake Ave & Leland Ave,member
0.02,Public Rack - Drake Ave & Leland Ave,casual
0.001,Public Rack - East End Ave & 75th St,casual
0.002,Public Rack - East End Ave & 75th St,member
0.001,Public Rack - East End Ave & 87th St,casual
0.001,Public Rack - East End Ave & 87th St,member
0.009,Public Rack - Eberhart Ave & 61st St,casual
0.003,Public Rack - Eberhart Ave & 61st St,member
0.001,Public Rack - Eggleston Ave & 114th St,member
0.002,Public Rack - Eggleston Ave & 115th St,casual
0.001,Public Rack - Eggleston Ave & 92nd St,member
0.007,Public Rack - Eli Whitney Public School,casual
0.011,Public Rack - Eli Whitney Public School,member
0.023,Public Rack - Elizabeth St & 115th St,member
0.004,Public Rack - Elizabeth St & 115th St,casual
0.001,Public Rack - Ellis Ave & 132nd Pl,casual
0.003,Public Rack - Elston Ave & Gunnison St,casual
0.007,Public Rack - Elston Ave & Gunnison St,member
0.015,Public Rack - Elston Ave & Kenneth Ave,member
0.005,Public Rack - Elston Ave & Kenneth Ave,casual
0.006,Public Rack - Emerald Ave & 43rd St,member
0.003,Public Rack - Emerald Ave & 43rd St,casual
0.004,Public Rack - Emerald Ave & 45th St,member
0.005,Public Rack - Emerald Ave & 45th St,casual
0.008,Public Rack - Evans Ave & 63rd St,casual
0.059,Public Rack - Evans Ave & 63rd St,member
0.006,Public Rack - Ewing Ave & 101st St,member
0.018,Public Rack - Ewing Ave & 101st St,casual
0.001,Public Rack - Ewing Ave & 102nd St,casual
0.002,Public Rack - Ewing Ave & 105th St,casual
0.001,Public Rack - Ewing Ave & 105th St,member
0.002,Public Rack - Ewing Ave & 106th St,casual
0.001,Public Rack - Ewing Ave & 106th St,member
0.001,Public Rack - Ewing Ave & 106th St NW,casual
0.01,Public Rack - Ewing Ave & 107th St,casual
0.001,Public Rack - Ewing Ave & 95th St,casual
0.007,Public Rack - Ewing Ave & 99th St,member
0.005,Public Rack - Ewing Ave & 99th St,casual
0.005,Public Rack - Ewing Ave & Indianapolis Ave,casual
0.013,Public Rack - Ewing Ave & Indianapolis Ave,member
0.013,Public Rack - Exchange Ave & 73rd Pl,member
0.002,Public Rack - Exchange Ave & 73rd Pl,casual
0.003,Public Rack - Fairfield Ave & 63rd St,casual
0.004,Public Rack - Ford City Mall,casual
0.015,Public Rack - Forest Glen & Peterson,casual
0.07,Public Rack - Forest Glen & Peterson,member
0.027,Public Rack - Forest Glen Station ,member
0.01,Public Rack - Forest Glen Station ,casual
0.011,Public Rack - Forrestville Ave & 47th St,casual
0.012,Public Rack - Forrestville Ave & 47th St,member
0.004,Public Rack - Foster Ave & Drake Ave,member
0.005,Public Rack - Francisco Ave & Touhy Ave,member
0.002,Public Rack - Franklin Park,member
0.002,Public Rack - Fullerton Ave & Lavergne Ave,casual
0.019,Public Rack - Fullerton Ave & Narragansett Ave,member
0.025,Public Rack - Fullerton Ave & Narragansett Ave,casual
0.012,Public Rack - Garfield Park Conservatory,casual
0.013,Public Rack - Garfield Park Conservatory,member
0.001,Public Rack - Grand Ave & Lawndale Ave,casual
0.001,Public Rack - Grand Ave & Lawndale Ave,member
0.001,Public Rack - Grand Ave & North Ave,member
0.001,Public Rack - Green St & 103rd St,casual
0.001,Public Rack - Green St & 103rd St,member
0.016,Public Rack - Greenwood Ave & Lake Park Ave,member
0.013,Public Rack - Greenwood Ave & Lake Park Ave,casual
0.063,Public Rack - Haft Ave & Milwaukee Ave,casual
0.152,Public Rack - Haft Ave & Milwaukee Ave,member
0.002,Public Rack - Hale Ave & 111th St,casual
0.001,Public Rack - Hale Ave & 111th St,member
0.003,Public Rack - Halsted St & 102nd St,member
0.004,Public Rack - Halsted St & 109th St,member
0.002,Public Rack - Halsted St & 111th St,casual
0.011,Public Rack - Halsted St & 111th St,member
0.006,Public Rack - Halsted St & 113th St,casual
0.004,Public Rack - Halsted St & 113th St,member
0.001,Public Rack - Halsted St & 41st St,casual
0.004,Public Rack - Halsted St & 41st St,member
0.019,Public Rack - Halsted St & 63rd St,member
0.002,Public Rack - Halsted St & 63rd St,casual
0.003,Public Rack - Halsted St & 64th St,member
0.008,Public Rack - Halsted St & 64th St,casual
0.008,Public Rack - Halsted St & 76th St,member
0.013,Public Rack - Halsted St & 76th St,casual
0.001,Public Rack - Halsted St & 77th St,member
0.003,Public Rack - Halsted St & 80th St,casual
0.002,Public Rack - Halsted St & 80th St,member
0.005,Public Rack - Halsted St & 94th St,member
0.001,Public Rack - Halsted St & 94th St,casual
0.036,Public Rack - Halsted St & 95th St - SE,member
0.015,Public Rack - Halsted St & 95th St - SE,casual
0.006,Public Rack - Halsted St & 95th St - SW,member
0.002,Public Rack - Halsted St & 95th St - SW,casual
0.01,Public Rack - Hamilton Ave & 95th St,member
0.009,Public Rack - Hamilton Ave & 95th St,casual
0.001,Public Rack - Hamilton Park,member
0.004,Public Rack - Hamlin Ave & Chicago Ave,member
0.002,Public Rack - Hamlin Ave & Chicago Ave,casual
0.077,Public Rack - Hamlin Ave & Fullerton Ave,casual
0.123,Public Rack - Hamlin Ave & Fullerton Ave,member
0.009,Public Rack - Hamlin Ave & Grand Ave,casual
0.01,Public Rack - Hamlin Ave & Grand Ave,member
0.003,Public Rack - Hamlin Ave & Madison St,casual
0.005,Public Rack - Hamlin Ave & Madison St,member
0.211,Public Rack - Hamlin Ave & Montrose Ave,member
0.078,Public Rack - Hamlin Ave & Montrose Ave,casual
0.005,Public Rack - Harding Ave & 47th St,member
0.003,Public Rack - Harding Ave & 47th St,casual
0.006,Public Rack - Harlem & Palatine,member
0.004,Public Rack - Harlem & Palatine,casual
0.002,Public Rack - Harlem & Summerdale,member
0.001,Public Rack - Harlem & Summerdale,casual
0.001,Public Rack - Harlem and W. 59th,member
0.001,Public Rack - Harlem and W. 59th,casual
0.118,Public Rack - Harold Washington Park,casual
0.118,Public Rack - Harold Washington Park,member
0.039,Public Rack - Harper Ave & 63rd St,member
0.062,Public Rack - Harper Ave & 63rd St,casual
0.004,Public Rack - Harriet E Sayre Public School,casual
0.002,Public Rack - Harriet E Sayre Public School,member
0.002,Public Rack - Harvard Ave & 103rd St,casual
0.002,Public Rack - Harvard Ave & 103rd St,member
0.003,Public Rack - Harvey Ave & North Ave,casual
0.001,Public Rack - Harvey Ave & North Ave,member
0.002,Public Rack - Hermitage & 83rd St,member
0.026,Public Rack - Hiawatha & Mendota,member
0.037,Public Rack - Hiawatha & Mendota,casual
0.006,Public Rack - Hiawatha Ave & Minnehaha Ave,member
0.003,Public Rack - Hiawatha Ave & Minnehaha Ave,casual
0.003,Public Rack - Hiawatha Park,casual
0.001,Public Rack - Hiawatha Park,member
0.003,Public Rack - Higgins Ave & Neva Ave,casual
0.001,Public Rack - Higgins Ave & Neva Ave,member
0.014,Public Rack - Holbrook St & Milwaukee Ave,casual
0.084,Public Rack - Holbrook St & Milwaukee Ave,member
0.157,Public Rack - Hollywood Park,member
0.018,Public Rack - Hollywood Park,casual
0.003,Public Rack - Homan & 79th,casual
0.006,Public Rack - Homan Ave & 26th St,casual
0.002,Public Rack - Homan Ave & 26th St,member
0.004,Public Rack - Homan Ave & 62nd Pl,casual
0.005,Public Rack - Homan Ave & Lake St,member
0.003,Public Rack - Homan Ave & Lake St,casual
0.003,Public Rack - Homan Ave & Roosevelt,member
0.006,Public Rack - Homan Ave & Roosevelt,casual
0.002,Public Rack - Homewood Ave & Monterey Ave,member
0.001,Public Rack - Horner & 85th,member
